backend,symbol,op_family,dtype,path
apple,tessera_apple_gpu_gumbel_argmax_dev_f32_enc,gumbel_argmax_dev_f32_enc,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_gumbel_argmax_dev_f32_enc,gumbel_argmax_dev_f32_enc,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_gumbel_argmax_f32,gumbel_argmax,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_gumbel_argmax_f32,gumbel_argmax,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_last_error_kind,last_error_kind,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_last_error_kind,last_error_kind,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_last_error_message,last_error_message,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_last_error_message,last_error_message,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_layer_norm_bf16,layer_norm,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_layer_norm_bf16,layer_norm,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_layer_norm_dev_bf16_enc,layer_norm_dev_bf16_enc,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_layer_norm_dev_bf16_enc,layer_norm_dev_bf16_enc,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_layer_norm_dev_f16_enc,layer_norm_dev_f16_enc,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_layer_norm_dev_f16_enc,layer_norm_dev_f16_enc,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_layer_norm_dev_f32_enc,layer_norm_dev_f32_enc,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_layer_norm_dev_f32_enc,layer_norm_dev_f32_enc,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_layer_norm_f16,layer_norm,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_layer_norm_f16,layer_norm,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_layer_norm_f32,layer_norm,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_layer_norm_f32,layer_norm,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_linear_attn_f32,linear_attn,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_linear_attn_f32,linear_attn,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_load_balance_loss_f32,load_balance_loss,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_load_balance_loss_f32,load_balance_loss,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_log_softmax_f16,log_softmax,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_log_softmax_f16,log_softmax,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_log_softmax_f32,log_softmax,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_log_softmax_f32,log_softmax,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_lookahead_sparse_attn_f32,lookahead_sparse_attn,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_lookahead_sparse_attn_f32,lookahead_sparse_attn,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_masked_categorical_f32,masked_categorical,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_masked_categorical_f32,masked_categorical,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_gelu_bf16,matmul_gelu,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_gelu_bf16,matmul_gelu,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_gelu_f16,matmul_gelu,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_gelu_f16,matmul_gelu,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_gelu_f32,matmul_gelu,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_gelu_f32,matmul_gelu,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_rmsnorm_bf16,matmul_rmsnorm,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_rmsnorm_bf16,matmul_rmsnorm,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_rmsnorm_f16,matmul_rmsnorm,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_rmsnorm_f16,matmul_rmsnorm,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_rmsnorm_f32,matmul_rmsnorm,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_rmsnorm_f32,matmul_rmsnorm,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_softmax_bf16,matmul_softmax,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_softmax_bf16,matmul_softmax,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_softmax_f16,matmul_softmax,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_softmax_f16,matmul_softmax,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_softmax_f32,matmul_softmax,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_softmax_f32,matmul_softmax,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_softmax_matmul_bf16,matmul_softmax_matmul,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_softmax_matmul_bf16,matmul_softmax_matmul,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_softmax_matmul_f16,matmul_softmax_matmul,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_softmax_matmul_f16,matmul_softmax_matmul,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_softmax_matmul_f32,matmul_softmax_matmul,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_softmax_matmul_f32,matmul_softmax_matmul,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_softmax_tiled_bf16,matmul_softmax_tiled,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_softmax_tiled_bf16,matmul_softmax_tiled,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_softmax_tiled_f16,matmul_softmax_tiled,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_softmax_tiled_f16,matmul_softmax_tiled,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_matmul_softmax_tiled_f32,matmul_softmax_tiled,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_matmul_softmax_tiled_f32,matmul_softmax_tiled,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_metal4_probe,metal4_probe,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_metal4_probe,metal4_probe,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_metal4_tensor_roundtrip,metal4_tensor_roundtrip,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_metal4_tensor_roundtrip,metal4_tensor_roundtrip,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mla_absorb_decode_bf16,mla_absorb_decode,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mla_absorb_decode_bf16,mla_absorb_decode,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mla_absorb_decode_f16,mla_absorb_decode,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mla_absorb_decode_f16,mla_absorb_decode,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mla_absorb_decode_f32,mla_absorb_decode,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mla_absorb_decode_f32,mla_absorb_decode,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mla_decode_bf16,mla_decode,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mla_decode_bf16,mla_decode,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mla_decode_f16,mla_decode,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mla_decode_f16,mla_decode,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mla_decode_f32,mla_decode,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mla_decode_f32,mla_decode,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mla_decode_rope_bf16,mla_decode_rope,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mla_decode_rope_bf16,mla_decode_rope,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mla_decode_rope_f16,mla_decode_rope,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mla_decode_rope_f16,mla_decode_rope,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mla_decode_rope_f32,mla_decode_rope,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mla_decode_rope_f32,mla_decode_rope,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_argument_table_ready,mlpkg_argument_table_ready,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_argument_table_ready,mlpkg_argument_table_ready,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_author_chain,mlpkg_author_chain,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_author_chain,mlpkg_author_chain,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_author_graph,mlpkg_author_graph,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_author_graph,mlpkg_author_graph,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_author_matmul,mlpkg_author_matmul,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_author_matmul,mlpkg_author_matmul,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_author_op,mlpkg_author_op,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_author_op,mlpkg_author_op,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_binding_count,mlpkg_binding_count,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_binding_count,mlpkg_binding_count,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_binding_info,mlpkg_binding_info,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_binding_info,mlpkg_binding_info,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_compile,mlpkg_compile,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_compile,mlpkg_compile,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_compile_with_dims,mlpkg_compile_with_dims,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_compile_with_dims,mlpkg_compile_with_dims,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_destroy,mlpkg_destroy,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_destroy,mlpkg_destroy,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_dispatch,mlpkg_dispatch,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_dispatch,mlpkg_dispatch,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_dtype_raw_for_tag,mlpkg_dtype_raw_for_tag,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_dtype_raw_for_tag,mlpkg_dtype_raw_for_tag,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_fill_input,mlpkg_fill_input,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_fill_input,mlpkg_fill_input,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_fill_input_at,mlpkg_fill_input_at,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_fill_input_at,mlpkg_fill_input_at,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_first_function_name,mlpkg_first_function_name,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_first_function_name,mlpkg_first_function_name,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_intermediates_heap_size,mlpkg_intermediates_heap_size,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_intermediates_heap_size,mlpkg_intermediates_heap_size,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_is_compiled,mlpkg_is_compiled,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_is_compiled,mlpkg_is_compiled,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_last_error_kind,mlpkg_last_error_kind,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_last_error_kind,mlpkg_last_error_kind,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_prepare_tensors,mlpkg_prepare_tensors,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_prepare_tensors,mlpkg_prepare_tensors,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_read_output,mlpkg_read_output,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_read_output,mlpkg_read_output,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_read_output_at,mlpkg_read_output_at,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_read_output_at,mlpkg_read_output_at,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mlpkg_set_aligned_strides,mlpkg_set_aligned_strides,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mlpkg_set_aligned_strides,mlpkg_set_aligned_strides,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_moe_swiglu_f32,moe_swiglu,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_moe_swiglu_f32,moe_swiglu,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mps_matmul_bf16,mps_matmul,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mps_matmul_bf16,mps_matmul,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mps_matmul_f16,mps_matmul,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mps_matmul_f16,mps_matmul,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mps_matmul_f32,mps_matmul,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mps_matmul_f32,mps_matmul,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mpsgraph_argreduce_f32,mpsgraph_argreduce,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mpsgraph_argreduce_f32,mpsgraph_argreduce,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mpsgraph_bf16_supported,mpsgraph_bf16_supported,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mpsgraph_bf16_supported,mpsgraph_bf16_supported,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mpsgraph_binary_bf16,mpsgraph_binary,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mpsgraph_binary_bf16,mpsgraph_binary,bf16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mpsgraph_binary_f16,mpsgraph_binary,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mpsgraph_binary_f16,mpsgraph_binary,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mpsgraph_binary_f32,mpsgraph_binary,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mpsgraph_binary_f32,mpsgraph_binary,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mpsgraph_bsmm_f16,mpsgraph_bsmm,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mpsgraph_bsmm_f16,mpsgraph_bsmm,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mpsgraph_bsmm_f32,mpsgraph_bsmm,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mpsgraph_bsmm_f32,mpsgraph_bsmm,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mpsgraph_cache_capacity,mpsgraph_cache_capacity,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mpsgraph_cache_evictions,mpsgraph_cache_evictions,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mpsgraph_cache_size,mpsgraph_cache_size,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mpsgraph_cache_size,mpsgraph_cache_size,,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mpsgraph_reduce_f32,mpsgraph_reduce,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mpsgraph_reduce_f32,mpsgraph_reduce,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mpsgraph_scan_f32,mpsgraph_scan,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mpsgraph_scan_f32,mpsgraph_scan,f32,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
apple,tessera_apple_gpu_mpsgraph_softmax_f16,mpsgraph_softmax,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime.mm
apple,tessera_apple_gpu_mpsgraph_softmax_f16,mpsgraph_softmax,f16,src/compiler/codegen/Tessera_Apple_Backend/runtime/apple_gpu_runtime_stub.cpp
